id	abbreviation	name
rxn29939	UHPB-RXN.c	UHPB-RXN.c
rxn29940	UHPC-RXN.c	UHPC-RXN.c
rxn29942	URACIL-PRIBOSYLTRANS-RXN.d	UMP diphosphorylase
rxn29943	URIDINE-NUCLEOSIDASE-RXN.n	Uridine nucleosidase
rxn29944	URIDYLREM-RXN.c	URIDYLREM-RXN.c
rxn29945	UTPHEXPURIDYLYLTRANS-RXN.d	Galactose-1-phosphate uridylyltransferase
rxn29946	VALINE-PYRUVATE-AMINOTRANSFER-RXN.d	Valine--pyruvate aminotransferase
rxn29950	ASNNpp	L-asparaginase
rxn29951	NTD6pp	5'-nucleotidase (dAMP)
rxn29952	NTD3pp	5'-nucleotidase (dCMP)
rxn29953	NTD8pp	5'-nucleotidase (dGMP)
rxn29954	42A12BOOXpp	4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)
rxn29955	NTD5pp	5'-nucleotidase (dTMP)
rxn29956	NTD1pp	5'-nucleotidase (dUMP)
rxn29957	G1PPpp	Glucose-1-phosphatase
rxn29958	GPDDA1pp	Glycerophosphodiester phosphodiesterase (Glycerophosphocholine)
rxn29959	GPDDA2pp	Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine)
rxn29960	GPDDA5pp	Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol)
rxn29962	GLUNpp	glutaminase
rxn29963	G2PPpp	glycerol 2-phosphate phosphatase (periplasmic)
rxn29964	GTHRDHpp	glutathione hydralase (periplasmic)
rxn29965	LACZpp	b-galactosidase
rxn29966	PEAMNOpp	Phenethylamine oxidase
rxn29967	TYROXDApp	Tyramine:oxygen oxidoreductase(deaminating)(flavin-containing) (periplasm)
rxn29975	PSP_Lpp	phospho-L-serine phosphatase (periplasmic)
rxn29977	TREHpp	alpha,alpha-trehalase (periplasm)
rxn29978	UDPGPpp	UDPglucose pyrophosphohydrolase
rxn29979	NTD10pp	5'-nucleotidase (XMP)
rxn29981	3HCINNMH	3-hydroxycinnamate hydroxylase
rxn29982	AACTOOR	Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)
rxn29983	ACODA	acetylornithine deacetylase
rxn29984	ACPS1	acyl-carrier protein synthase
rxn29985	ADA	Adenosine deaminase
rxn29986	ADD	adenine deaminase
rxn29987	AGM3PA	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase
rxn29988	AGMHE	ADP-D-glycero-D-manno-heptose epimerase
rxn29989	ALDD19x	aldehyde dehydrogenase (phenylacetaldehyde, NAD)
rxn29990	ARGSL	argininosuccinate lyase
rxn29991	ARGSS	argininosuccinate synthase
rxn29992	ASNN	L-asparaginase
rxn29993	ASNS2	asparagine synthetase
rxn29994	ASPT	L-aspartase
rxn29995	ATPHs	ATP amine hydrolysis (spontaneous)
rxn29996	CBMKr	Carbamate kinase
rxn29997	CSND	Cytosine deaminase
rxn29999	CYSDDS	D-cysteine desulfhydrase
rxn30000	CYSDS	Cysteine Desulfhydrase
rxn30001	CYSTL	cystathionine b-lyase
rxn30002	CYTBO3_4pp	cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm)
rxn30003	CYTD	cytidine deaminase
rxn30004	DADA	Deoxyadenosine deaminase
rxn30005	DAPAL	2,3-diaminopropionate amonnia lyase
rxn30006	DCTPD	dCTP deaminase
rxn30007	DCYTD	deoxycytidine deaminase
rxn30008	DHBD	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
rxn30009	DHCIND	2,3-dihydroxycinnamate dehydrogenase
rxn30010	DHCINDO	2,3-dihydroxycinnamate 1,2-dioxygenase
rxn30011	DHNPA2	dihydroneopterin aldolase
rxn30012	DHPPDA2	diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp)
rxn30013	DNMPPA	Dihydroneopterin monophosphate dephosphorylase
rxn30014	DNTPPA	Dihydroneopterin triphosphate pyrophosphatase
rxn30015	EDTXS1	Endotoxin Synthesis (lauroyl transferase)
rxn30016	EDTXS2	Endotoxin Synthesis (myristoyl transferase)
rxn30017	ETHAAL	Ethanolamine ammonia-lyase
rxn30018	FFSD	beta-fructofuranosidase
rxn30019	FRUK	fructose-1-phosphate kinase
rxn30020	G1PACT	glucosamine-1-phosphate N-acetyltransferase
rxn30021	G6PDA	glucosamine-6-phosphate deaminase
rxn30022	GLNS	glutamine synthetase
rxn30023	GLUDy	glutamate dehydrogenase (NADP)
rxn30024	GLUN	glutaminase
rxn30025	GLYCL	Glycine Cleavage System
rxn30028	GMHEPPA	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase
rxn30029	GMPR	GMP reductase
rxn30031	GUAD	guanine deaminase
rxn30032	HMBS	hydroxymethylbilane synthase
rxn30033	HPPK2	6-hydroxymethyl-dihydropterin pyrophosphokinase
rxn30034	ICHORT	isochorismatase
rxn30035	IGPS	indole-3-glycerol-phosphate synthase
rxn30036	LPADSS	Lipid A disaccaride synthase
rxn30037	MTRI	5-methylthioribose-1-phosphate isomerase
rxn30038	MTRK	5-methylthioribose kinase
rxn30039	NADS1	NAD synthase (nh3)
rxn30040	NMNDA	nicotinamide-nucleotide amidase
rxn30041	NNAM	nicotinamidase
rxn30042	NTD12	5'-nucleotidase (dIMP)
rxn30043	OCBT	ornithine carbamoyltransferase
rxn30044	ORNDC	Ornithine Decarboxylase
rxn30045	PACCOAL	phenylacetate-CoA ligase
rxn30046	PAPA140	Phosphatidate phosphatase (n-C14:0)
rxn30047	PAPA160	Phosphatidate phosphatase (n-C16:0)
rxn30048	PAPA161	Phosphatidate phosphatase (n-C16:1)
rxn30049	PAPA181	Phosphatidate phosphatase (n-C18:1)
rxn30050	PFK_2	Phosphofructokinase
rxn30051	PGPP120	phosphatidylglycerol phosphate phosphatase (n-C14:0)
rxn30052	PGPP141	phosphatidylglycerol phosphate phosphatase (n-C14:1)
rxn30053	PGPP161	phosphatidylglycerol phosphate phosphatase (n-C16:1)
rxn30054	PMDPHT	pyrimidine phosphatase
rxn30055	PYAM5PO	pyridoxamine 5'-phosphate oxidase
rxn30056	RBFSa	riboflavin synthase
rxn30057	RBFSb	riboflavin synthase
rxn30058	RBK	ribokinase
rxn30059	SADH	Succinylarginine dihydrolase
rxn30060	SERD_D	D-serine deaminase
rxn30061	SERD_L	L-serine deaminase
rxn30062	SUCBZS	O-succinylbenzoate-CoA synthase
rxn30063	TGBPA	Tagatose-bisphosphate aldolase
rxn30064	THRD_L	L-threonine deaminase
rxn30065	TRPAS2	Tryptophanase (L-tryptophan)
rxn30066	TRPS1	tryptophan synthase (indoleglycerol phosphate)
rxn30067	TRPS3	tryptophan synthase (indoleglycerol phosphate)
rxn30068	UAGDP	UDP-N-acetylglucosamine diphosphorylase
rxn30069	UGLYCH	Ureidoglycolate hydrolase
rxn30070	USHD	UDP-sugar hydrolase
rxn30071	ARGDr	arginine deiminase
rxn30072	CPC4MT	precorrin-4 C11-methyltransferase
rxn30073	CTPS1	CTP synthase (NH3)
rxn30074	DCMPDA	dCMP deaminase
rxn30075	GLUDxi	glutamate dehydrogenase (NAD)
rxn30076	GMPS	GMP synthase
rxn30077	HSPMS	homospermidine synthase
rxn30078	METGL	methionine g-lyase
rxn30079	MTAP	5'-methylthioadenosine phosphorylase
rxn30080	ORNCD	ornithine cyclodeaminase
rxn30081	ORNTAC	ornithine transacetylase
rxn30082	ACO1	Aconitate hydratase, mitochondrial
rxn30083	ALCOHOL-DEHYDROG-RXN.m	ALCOHOL-DEHYDROG-RXN.m
rxn30084	ADK2_2	Adenylate kinase 2
rxn30085	ADK2_3	Adenylate kinase 2
rxn30086	ALD4_2	Potassium-activated aldehyde dehydrogenase, mitochondrial
rxn30087	ALD5_2	Aldehyde dehydrogenase 5, mitochondrial
rxn30088	AMD2_2	Probable amidase
rxn30089	ARG8	Acetylornithine aminotransferase, mitochondrial
rxn30090	CAR1	Arginase
rxn30091	CAR2	Ornithine aminotransferase
rxn30092	CDS1_1	Phosphatidate cytidylyltransferase
rxn30093	CDS1_2	Phosphatidate cytidylyltransferase
rxn30094	CEM1_1	3-oxoacyl-[acyl-carrier-protein] synthase homolog
rxn30095	CEM1_7	3-oxoacyl-[acyl-carrier-protein] synthase homolog
rxn30096	CEM1_8	3-oxoacyl-[acyl-carrier-protein] synthase homolog
rxn30097	CHO1_1	CDP-diacylglycerol--serine O-phosphatidyltransferase
rxn30098	CHO1_2	CDP-diacylglycerol--serine O-phosphatidyltransferase
rxn30099	CHO2	Phosphatidylethanolamine N-methyltransferase
rxn30101	CPT1	Cholinephosphotransferase 1
rxn30102	CRD1	Cardiolipin synthetase
rxn30103	CYB2	Cytochrome b2, mitochondrial
rxn30104	DIHYDROFOLATEREDUCT-RXN.m	DIHYDROFOLATEREDUCT-RXN.m
rxn30105	DGA1	Diacylglycerol O-acyltransferase 1
rxn30106	DPP1	Diacylglycerol pyrophosphate phosphatase 1
rxn30107	ECM40_1	Amino-acid acetyltransferase
rxn30108	ECM40_2	Glutamate N-acetyltransferase
rxn30109	EPT1	Choline/ethanolaminephosphotransferase 1
rxn30110	ERG20_1	Dimethylallyltranstransferase
rxn30111	ERG20_2	Geranyltranstransferase
rxn30112	ETR1_2	Enoyl-[acyl-carrier protein] reductase [NADPH, B-specific], mitochondrial
rxn30113	ETR1_3	Enoyl-[acyl-carrier protein] reductase [NADPH, B-specific], mitochondrial
rxn30114	ETR1_4	Enoyl-[acyl-carrier protein] reductase [NADPH, B-specific], mitochondrial
rxn30115	ETR1_5	Enoyl-[acyl-carrier protein] reductase [NADPH, B-specific], mitochondrial
rxn30116	ETR1_6	Enoyl-[acyl-carrier protein] reductase [NADPH, B-specific], mitochondrial
rxn30117	ETR1_7	Enoyl-[acyl-carrier protein] reductase [NADPH, B-specific], mitochondrial
rxn30122	FAS1_1_2	Enoyl-[acyl-carrier-protein] reductase [NADH]
rxn30127	FBA1	Fructose-bisphosphate aldolase
rxn30128	FMT1	Methionyl-tRNA formyltransferase, mitochondrial
rxn30129	FOL3	Folylpolyglutamate synthase
rxn30130	FSP2_1	Probable alpha-glucosidase FSP2
rxn30131	GDE1	Glycerophosphodiester phosphodiesterase GDE1
rxn30133	GLO4	Hydroxyacylglutathione hydrolase, mitochondrial
rxn30134	GPT2_1	Glycerol-3-phosphate O-acyltransferase 2
rxn30135	HEM1	5-aminolevulinate synthase, mitochondrial
rxn30136	HIS3	Imidazoleglycerol-phosphate dehydratase
rxn30137	HTD2_3	3-hydroxyacyl-thioester dehydratase
rxn30138	HTD2_5	3-hydroxyacyl-thioester dehydratase
rxn30139	HTD2_6	3-hydroxyacyl-thioester dehydratase
rxn30140	HTD2_8	3-hydroxyacyl-thioester dehydratase
rxn30141	IDH1	Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial
rxn30142	IDP1_1	Isocitrate dehydrogenase [NADP], mitochondrial
rxn30143	ILV1	Threonine dehydratase, mitochondrial
rxn30144	ILV2_2	Acetolactate synthase catalytic subunit, mitochondrial
rxn30145	ILV3_3	Dihydroxy-acid dehydratase, mitochondrial
rxn30146	2-DEHYDROPANTOATE-REDUCT-RXN.m	2-DEHYDROPANTOATE-REDUCT-RXN.m
rxn30147	ISC1_1	Inositol phosphosphingolipids phospholipase C
rxn30149	LAT1	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial
rxn30151	LEU4	2-isopropylmalate synthase
rxn30152	LSC1	Succinyl-CoA ligase [ADP-forming] subunit alpha, mitochondrial
rxn30153	LYS12	Homoisocitrate dehydrogenase, mitochondrial
rxn30154	LYS20_2	Homocitrate synthase, mitochondrial isozyme
rxn30155	LYS4	Homoaconitase, mitochondrial
rxn30156	MCT1	Malonyl CoA-acyl carrier protein transacylase, mitochondrial
rxn30157	MET12	Methylenetetrahydrofolate reductase 1
rxn30158	MIS1_1	Methylenetetrahydrofolate dehydrogenase
rxn30159	MIS1_2	Formyltetrahydrofolate synthetase
rxn30160	MIS1_3	Methenyltetrahydrofolate cyclohydrolase
rxn30161	MSD1	Aspartyl-tRNA synthetase, mitochondrial
rxn30163	MSF1	Phenylalanyl-tRNA synthetase, mitochondrial
rxn30164	MSK1	Lysyl-tRNA synthetase, mitochondrial
rxn30165	MSM1	Methionyl-tRNA synthetase, mitochondrial
rxn30166	MST1	Threonyl-tRNA synthetase, mitochondrial
rxn30167	MSY1	Tyrosyl-tRNA synthetase, mitochondrial
rxn30168	NAM2	Leucyl-tRNA synthetase, mitochondrial
rxn30169	NPT1_2	Nicotinate phosphoribosyltransferase
rxn30170	OAR1_2	Mitochondrial 3-oxoacyl-[acyl-carrier-protein] reductase
rxn30171	OAR1_3	Mitochondrial 3-oxoacyl-[acyl-carrier-protein] reductase
rxn30172	OAR1_5	Mitochondrial 3-oxoacyl-[acyl-carrier-protein] reductase
rxn30173	OAR1_6	Mitochondrial 3-oxoacyl-[acyl-carrier-protein] reductase
rxn30174	OAR1_7	Mitochondrial 3-oxoacyl-[acyl-carrier-protein] reductase
rxn30175	OAR1_8	Mitochondrial 3-oxoacyl-[acyl-carrier-protein] reductase
rxn30176	OSM1	Fumarate reductase
rxn30177	PCM1_1	Phosphoacetylglucosamine mutase
rxn30178	PCM1_2	Phosphoacetylglucosamine mutase
rxn30179	PDA1	Pyruvate dehydrogenase E1 component subunit alpha, mitochondrial
rxn30180	PFK26	6-phosphofructo-2-kinase 1
rxn30181	PGI1_2	Glucose-6-phosphate isomerase
rxn30182	PGI1_3	Glucose-6-phosphate isomerase
rxn30183	PGS1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
rxn30184	PIS1	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
rxn30185	PLC1	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase 1
rxn30187	PNC1_2	Nicotinamidase
rxn30188	PNP1_10	Purine nucleoside phosphorylase
rxn30189	PNP1_11	Purine nucleoside phosphorylase
rxn30190	POS5_2	NADH kinase POS5, mitochondrial
rxn30191	PSD1	Phosphatidylserine decarboxylase proenzyme 1, mitochondrial
rxn30192	PSD2	Phosphatidylserine decarboxylase proenzyme 2
rxn30193	QNS1_2	Glutamine-dependent NAD(+) synthetase
rxn30194	QPT1_2	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
rxn30195	SCS7	Inositolphosphorylceramide-B C-26 hydroxylase
rxn30196	SLC1	Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase
rxn30197	SPO14	Phospholipase D1
rxn30198	TAL1	Transaldolase
rxn30199	TDH1	Glyceraldehyde-3-phosphate dehydrogenase 1
rxn30200	TKL1_1	Transketolase 1
rxn30201	TPI1	Triosephosphate isomerase
rxn30202	TRP5	Tryptophan synthase
rxn30203	TRR2	Thioredoxin reductase 2, mitochondrial
rxn30204	U105	NADP phosphatase
rxn30205	U23	CMP glycosylase
rxn30206	U49	2-methylcitrate dehydratase
rxn30207	U50	Non-enzymatic reaction
rxn30209	U68	Aldehyde dehydrogenase, mitochondrial 1
rxn30210	U80	FAD synthetase
rxn30211	U9	Phosphatidylglycerol phosphate phosphatase A
rxn30213	U95	Phospho-pantethiene adenylyltransferase
rxn30214	U97	Dephosphocoa kinase
rxn30216	TRANS-RXNBWI-18.cm	NAD(+) transport (Peroxisomal membrane)
rxn30217	YLR328W_2	Nicotinamide-nucleotide adenylyltransferase 1
rxn30218	YLR328W_3	Nicotinamide-nucleotide adenylyltransferase 1
rxn30219	TREHe	alpha,alpha-trehalase
rxn30220	PEAMNO	Phenethylamine oxidase
rxn30221	PGSA_EC	Phosphatidylglycerol synthase (Ecoli)
rxn30222	2OBUTtex	2-Oxobutanoate transport (extracellular to periplasm)
rxn30223	2OBUTtpp	2-Oxobutanoate transport (periplasm)
rxn30224	2PGLYCt6ex	2-Phosphoglycolate transport in/out via proton symport (extracellular to periplasm)
rxn30225	2PGLYCt6pp	2-Phosphoglycolate transport in/out via proton symport (periplasm)
rxn30226	2PGt6ex	D-Glycerate 2-phosphate transport in/out via proton symport (extracellular to periplasm)
rxn30227	2PGt6pp	D-Glycerate 2-phosphate transport in/out via proton symport (periplasm)
rxn30228	3PGt6ex	3-Phospho-D-glycerate transport in/out via proton symport (extracellular to periplasm)
rxn30229	3PGt6pp	3-Phospho-D-glycerate transport in/out via proton symport (periplasm)
rxn30230	3SALAtex	3-Sulfino-L-alanine transport (extracellular to periplasm)
rxn30231	3SALAtpp	3-Sulfino-L-alanine transport (periplasm)
rxn30232	4HOXPACDtpp	4-Hydroxyphenylacetaldehyde transport (periplasm)
rxn30233	4HPHACtex	4-Hydroxyphenylacetate transport (extracellular to periplasm)
rxn30234	4HPHACtpp	4-Hydroxyphenylacetate transport (periplasm)
rxn30235	6PGCt6ex	6-Phospho-D-gluconate transport in/out via proton symport (extracellular to periplasm)
rxn30236	6PGCt6pp	6-Phospho-D-gluconate transport in/out via proton symport (periplasm)
rxn30237	AMPEPAD	aminopeptidase (ala-asp)
rxn30238	AMPEPAG	aminopeptidase (ala-gly)
rxn30239	AMPEPAH	aminopeptidase (ala-his)
rxn30240	AMPEPAL	aminopeptidase (ala-leu)
rxn30241	AMPEPAQ	aminopeptidase (ala-gln)
rxn30242	AMPEPAT	aminopeptidase (ala-thr)
rxn30243	AMPEPGE	aminopeptidase (gly-glu)
rxn30244	AMPEPGM	aminopeptidase (gly-met)
rxn30245	AMPEPGN	aminopeptidase (gly-asn)
rxn30246	AMPEPGQ	aminopeptidase (gly-gln)
rxn30247	AMPEPMA	aminopeptidase (met-ala)
rxn30248	ARBTtex	arbutin transport via PEP:Pyr PTS (extracellular to periplasm)
rxn30249	ASPDt2pp	D-Aspartate transport in/out via proton symport (periplasm)
rxn30250	ASPDtex	D-Aspartate transport (extracellular to periplasm)
rxn30251	BG(CELLB)	beta-glucosidase (cellobiose)
rxn30252	CELBptspp	cellobiose transport via PEP:Pyr PTS (periplasm)
rxn30253	CELBtex	cellobiose transport (extracellular to periplasm)
rxn30254	CITR_Lt2ex	L-Citrulline transport in via proton symport (extracellular to periplasm)
rxn30255	CITR_Lt2pp	L-Citrulline transport in via proton symport (periplasm)
rxn30256	COPREC5AHy	Cobalt-precorrin5A hydrolase
rxn30257	CYSTabctpp	L-cystine transport via ABC system (periplasm)
rxn30258	CYSTtex	L-cystine transport (extracellular to periplasm)
rxn30259	DIPEPADabctpp	Dipeptide transport via ABC system (ala-asp) (periplasm)
rxn30260	DIPEPADtex	Dipeptide transport (ala-asp) (extracellular to periplasm)
rxn30261	DIPEPAEtex	Dipeptide transport (ala-glu) (extracellular to periplasm)
rxn30262	DIPEPAGabctpp	Dipeptide transport via ABC system (ala-gly) (periplasm)
rxn30263	DIPEPAGtex	Dipeptide transport (ala-gly) (extracellular to periplasm)
rxn30264	DIPEPAHabctpp	Dipeptide transport via ABC system (ala-his) (periplasm)
rxn30265	DIPEPAHtex	Dipeptide transport (ala-his) (extracellular to periplasm)
rxn30266	DIPEPALabctpp	Dipeptide transport via ABC system (ala-leu) (periplasm)
rxn30267	DIPEPALtex	Dipeptide transport (ala-leu) (extracellular to periplasm)
rxn30268	DIPEPAQabctpp	Dipeptide transport via ABC system (ala-gln) (periplasm)
rxn30269	DIPEPAQtex	Dipeptide transport (ala-gln) (extracellular to periplasm)
rxn30270	DIPEPATabctpp	Dipeptide transport via ABC system (ala-thr) (periplasm)
rxn30271	DIPEPATtex	Dipeptide transport (ala-thr) (extracellular to periplasm)
rxn30272	DIPEPGEabctpp	Dipeptide transport via ABC system (gly-glu) (periplasm)
rxn30273	DIPEPGEtex	Dipeptide transport (gly-glu) (extracellular to periplasm)
rxn30274	DIPEPGMabctpp	Dipeptide transport via ABC system (gly-met) (periplasm)
rxn30275	DIPEPGMtex	Dipeptide transport (gly-met) (extracellular to periplasm)
rxn30276	DIPEPGNabctpp	Dipeptide transport via ABC system (gly-asn) (periplasm)
rxn30277	DIPEPGNtex	Dipeptide transport (gly-asn) (extracellular to periplasm)
rxn30278	DIPEPGQabctpp	Dipeptide transport via ABC system (gly-gln) (periplasm)
rxn30279	DIPEPGQtex	Dipeptide transport (gly-gln) (extracellular to periplasm)
rxn30280	DIPEPMAabctpp	Dipeptide transport via ABC system (met-ala) (periplasm)
rxn30281	DIPEPMAtex	Dipeptide transport (met-ala) (extracellular to periplasm)
rxn30282	DM_4HBA	Sink needed to allow 4-hydroxy-benzoate to leave system
rxn30283	DM_5DRIB	Sink needed to allow 5'-deoxyribose to leave system
rxn30284	DM_AACALD	Sink needed to allow aminoacetaldehyde to leave system
rxn30285	DM_HMFURN	Sink needed to allow 4-hydroxy-5-methyl-3(2H)-furanone to leave system
rxn30286	DM_OXAM	Sink needed to allow oxamate to leave system
rxn30287	GLXt2ex	glyoxylate transport in via proton symport (extracellular to periplasm)
rxn30288	GLXt2pp	glyoxylate transport (periplasm)
rxn30289	GLYCOGENtex	Glycogen transport in (extracellular to periplasm)
rxn30290	GLYCOGENtpp	Glycogen transport in (periplasm)
rxn30291	HQNt6ex	hydroquinone transport in/out via proton symport (extracellular to periplasm)
rxn30292	HQNt6pp	hydroquinone transport in/out via proton symport (periplasm)
rxn30293	MAN1Pt6ex	D-manose-1-phosphate transport in/out via proton symport (extracellular to periplasm)
rxn30294	MAN1Pt6pp	D-manose-1-phosphate transport in/out via proton symport (periplasm)
rxn30295	PEPt6ex	Phosphoenolpyruvate transport in via proton symport (extracellular to periplasm)
rxn30296	PEPt6pp	Phosphoenolpyruvate transport in via proton symport (periplasm)
rxn30297	PPIabcpp	diphosphate transport in via ABC system (periplasm)
rxn30298	PPItex	diphosphate transport (extracellular to periplasm)
rxn30299	PRIt2ex	Uric acid permease (extracellular to periplasm)
rxn30300	PRIt2pp	Uric acid permease (periplasm)
rxn30301	AKGDb	succinyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-succinyltransferase
rxn30302	ALAD_L	L-Alanine:NAD+ oxidoreductase (deaminating)
rxn30303	AMID4	Acetamide amidohydrolase
rxn30304	ASPO1	L-Aspartic acid:oxygen oxidoreductase (deaminating)
rxn30305	CAATPS	Ca ATPase
rxn30306	CYSTGL	L-Cystathionine Lysteine-lyase (deaminating)
rxn30307	DALAOX	D-alanine:oxygen oxidoreductase (deaminating)
rxn30308	DCTPD2	CTP aminohydrolase
rxn30309	DHPPDADHPPDA2	2,5-Diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine
rxn30312	GCCb	S-aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate
rxn30313	GLNSP2	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-
rxn30314	GLYD	glycine:NAD+ oxidoreductase (deaminating)
rxn30315	GTPCII	GTP 7,8-8,9-dihydrolase (pyrophosphate-forming)
rxn30316	MMM2r	(R)-2-Methyl-3-oxopropanoyl-CoA CoA-carbonylmutase
rxn30317	PLIPA1E160	Phospholipase A1 (phosphatidylethanolamine, n-C16:0) (periplasm)
rxn30318	PLIPA1E180	Phospholipase A1 (phosphatidylethanolamine, n-C18:0) (periplasm)
rxn30319	PPCOAC	Propanoyl-CoA:carbon-dioxide ligase (ADP-forming)
rxn30320	SHSL4r	O-Succinyl-L-homoserine succinate-lyase (adding cysteine)
rxn30322	UDPDPS	undecaprenyl-diphosphate synthase
rxn30323	UDPDPS2	undecaprenyl-diphosphate synthase
rxn30324	UREA	Urea amidohydrolase
rxn30325	2HMHMBQMTm	2-hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone methyltransferase, mitochondrial
rxn30326	2HP6MPMOm	2-Hexaprenyl-6-methoxyphenol monooxygenase, mitochondrial
rxn30327	2HPMBQMTm	2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase, mitochondrial
rxn30328	34HPLFM	3-(4-hydroxyphenyl-)lactate formation
rxn30329	3HPH5MBDCm	3-Hexaprenyl-4-hydroxy-5-methoxybenzoate decarboxylase, mitochondrial
rxn30330	4HGLSDm	L-4-hydroxyglutamate semialdehyde dehydrogenase, mitochondrial
rxn30331	ACCOACrm	Acetyl-Coa carboxylase, mitochondrial
rxn30332	ACGKm	acetylglutamate kinase, mitochondrial
rxn30333	ACHBSm	2-aceto-2-hydroxybutanoate synthase, mitochondrial
rxn30334	ACLSm	acetolactate synthase, mitochondrial
rxn30335	ACOAHim	acetyl-CoA hydrolase, mitochondrial (irreversible)
rxn30336	ACOATAm	Acetyl-CoA ACP transacylase
rxn30337	ACP1e	acid phosphatase, extracellular (secreted)
rxn30338	ACSp	acetyl-CoA synthetase
rxn30339	AGPRim	N-acetyl-g-glutamyl-phosphate reductase, irreversible, mitochondrial
rxn30340	AKGDam	oxoglutarate dehydrogenase (lipoamide)
rxn30341	AKGDbm	oxoglutarate dehydrogenase (dihydrolipoamide S-succinyltransferase)
rxn30343	ALCD23xim	aldehyde dehydrogenase (isobutyl alcohol, NAD), mitochondrial
rxn30344	ALDD20xm	aldehyde dehydrogenase (indole-3-acetaldehyde, NAD), mitochondrial
rxn30345	ALDD20ym	aldehyde dehydrogenase (indole-3-acetaldehyde, NADP), mitochondrial
rxn30346	ALPHNH	allophanate hydrolase
rxn30347	AMID	amidase
rxn30348	AMID2	amidase
rxn30349	AMID3	amidase
rxn30350	AMPDA	Adenosine monophosphate deaminase
rxn30351	APRTO2	N-acetylputrescine: oxygen oxireductase (deaminating)
rxn30352	ARGTRSm	Arginyl-tRNA synthetase, mitochondrial
rxn30353	ASNNe	L-asparaginase, extracellular
rxn30354	ASNTRSm	asparaginyl-tRNA synthetase, miotchondrial
rxn30355	ASPTAp	aspartate transaminase, peroxisomal
rxn30356	CCP2m	Cytochrome c peroxidase, mitochondrial
rxn30358	CERS124	Ceramide-1 synthase (24C)
rxn30359	CERS126	Ceramide-1 synthase (26C)
rxn30360	CERS226	Ceramide-2 synthase (26C)
rxn30361	COAHLp	CoA hydrolase (peroxisomal)
rxn30362	COUCOAFm	p-coumaroyl-CoA formation
rxn30363	CYSTLp	cystathione b-lyase, peroxisomal
rxn30364	D-LACDm	D-lactate dehydrogenase, mitochondrial
rxn30365	DASYNm_SC	CDP-Diacylglycerol synthetase, yeast-specific, mitochondrial
rxn30366	DDPAm	2-deoxy-D-arabino-heptulosonate 7-phosphate synthetase, mitochondrial
rxn30367	DHAD1m	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate), mitochondrial
rxn30368	DHNPAm	dihydroneopterin aldolase
rxn30369	DHPSm	dihydropteroate synthase, mitochondrial
rxn30370	ECOAH6p	3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA), peroxisomal
rxn30371	EHGLATm	L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase, mitochondrial
rxn30372	EHGLATp	L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase, peroxisomal
rxn30374	ERGSTESTH_SCe	ergosterol ester hydrolase, yeast-specific (extracellular)
rxn30375	RXN-7904.x.metaexp.CPD-7836_TETRADECANOYL-COA	acyl-coenzyme A ligase
rxn30377	RXN-7904.x.metaexp.PALMITATE_PALMITYL-COA	acyl-coenzyme A ligase
rxn30378	FCLTm	Ferrochelatase, mitochondrial
rxn30380	H2PTEROATESYNTH-RXN.m	H2PTEROATESYNTH-RXN.m
rxn30381	G3PD1irm	glycerol-3-phosphate dehydrogenase (NAD), mitochondrial
rxn30382	G5SADrm	L-glutamate 5-semialdehyde dehydratase, reversible, mitochondrial
rxn30383	G6PDH2er	glucose 6-phosphate dehydrogenase, endoplasmic reticulum
rxn30384	GCCam	glycine-cleavage complex (lipoylprotein), mitochondrial
rxn30385	GCCbim	glycine-cleavage complex (lipoylprotein) irreversible, mitochondrial
rxn30386	GCCcm	glycine-cleavage complex (lipoylprotein), mitochondrial
